"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"PPDPF",6.3004326707305e-158,0.457792932396845,0.981,0.596,1.40865073652192e-153,"0","PPDPF",0.385
"ASL",7.64251125796751e-158,0.260268269457598,0.47,0.123,1.70871266705637e-153,"0","ASL",0.347
"RPL36A",1.01931539614381e-156,0.417782729123959,0.97,0.553,2.27898536269833e-152,"0","RPL36A",0.417
"ITPR3",1.98191546348602e-155,0.263843551443288,0.451,0.113,4.43116659326204e-151,"0","ITPR3",0.338
"XBP1",4.17746549309257e-155,0.291771763324516,0.863,0.381,9.33997734945636e-151,"0","XBP1",0.482
"TSC22D1",7.96053026370667e-155,0.383893450172218,0.962,0.499,1.77981535635954e-150,"0","TSC22D1",0.463
"ST20",2.25132555843003e-154,0.26125107443569,0.3,0.043,5.03351368353786e-150,"0","ST20",0.257
"SECISBP2L",1.04218260405722e-153,0.371377134580612,0.528,0.162,2.33011186615113e-149,"0","SECISBP2L",0.366
"RPLP1",1.53827424674529e-153,0.330320127372265,0.999,0.938,3.43927356087313e-149,"0","RPLP1",0.0610000000000001
"VAPA",1.28632333706164e-151,0.347443408794703,0.939,0.473,2.87596171700243e-147,"0","VAPA",0.466
"RPS12",1.38361948456057e-151,0.377057427126819,0.998,0.874,3.09349644358053e-147,"0","RPS12",0.124
"SNRPG",1.67603807176863e-151,0.250758051507357,0.888,0.397,3.74728592086031e-147,"0","SNRPG",0.491
"LCN2",5.77543599600584e-151,0.367660583691038,0.403,0.09,1.29127197998698e-146,"0","LCN2",0.313
"RPL17",6.49144504776722e-151,0.254503478465247,0.836,0.354,1.45135728377979e-146,"0","RPL17",0.482
"WSB1",1.11958427573993e-150,0.360601521548371,0.932,0.451,2.50316652369934e-146,"0","WSB1",0.481
"ARC",1.62788733449955e-150,0.324734526620771,0.362,0.07,3.6396305024741e-146,"0","ARC",0.292
"NAMPT",3.03292051686098e-150,0.289608785828185,0.812,0.35,6.78100369159779e-146,"0","NAMPT",0.462
"STXBP1",3.21636034851888e-150,0.269106365347665,0.468,0.125,7.19113846721851e-146,"0","STXBP1",0.343
"COX8A",3.68297568301438e-150,0.268730080972263,0.894,0.416,8.23439703208355e-146,"0","COX8A",0.478
"GNG5",6.00156299802427e-150,0.367988402972631,0.959,0.507,1.34182945509827e-145,"0","GNG5",0.452
"RPL41",7.1543939798936e-150,0.37184077734022,0.999,0.945,1.59957940602461e-145,"0","RPL41",0.054
"TGIF1",1.29303047467517e-149,0.336083824480035,0.657,0.248,2.89095753527875e-145,"0","TGIF1",0.409
"RHOBTB2",2.02148195016788e-149,0.289376156206483,0.413,0.098,4.51962934418535e-145,"0","RHOBTB2",0.315
"CD74",2.75244111438075e-149,0.349163064979082,1,0.871,6.15390784353248e-145,"0","CD74",0.129
"NDUFC1",3.6711385115446e-149,0.273194750248653,0.874,0.389,8.20793148411141e-145,"0","NDUFC1",0.485
"ENO1",7.21072641737572e-148,0.33901686670759,0.936,0.475,1.61217421239686e-143,"0","ENO1",0.461
"SLC46A2",5.07127771750576e-147,0.311991905329055,0.252,0.028,1.13383627207994e-142,"0","SLC46A2",0.224
"HSPB1",1.52437396912367e-146,0.446855411857445,0.964,0.498,3.40819532016671e-142,"0","HSPB1",0.466
"ATP5MPL",3.27015405477604e-146,0.267696891581063,0.927,0.45,7.31141043566826e-142,"0","ATP5MPL",0.477
"RPL23",1.06895724832976e-145,0.395465787370829,0.993,0.715,2.38997461581568e-141,"0","RPL23",0.278
"MYC",2.9029914393054e-145,0.304338189233026,0.572,0.188,6.49050825999901e-141,"0","MYC",0.384
"CCL20",4.30744674417795e-145,1.27758283780228,0.41,0.101,9.63058943063306e-141,"0","CCL20",0.309
"SEC61B",1.03546746969011e-142,0.329556579206607,0.934,0.479,2.31509816873316e-138,"0","SEC61B",0.455
"HLA-DPB1",3.32050417775083e-141,0.334038277515698,0.977,0.584,7.4239832406153e-137,"0","HLA-DPB1",0.393
"UBL5",2.5761364945566e-139,0.348791463428006,0.977,0.546,5.75972597452965e-135,"0","UBL5",0.431
"RPL31",8.07644694653352e-139,0.385222105220248,0.996,0.806,1.80573200830596e-134,"0","RPL31",0.19
"GSTP1",1.76456949384653e-137,0.34920097242351,0.984,0.601,3.94522447434206e-133,"0","GSTP1",0.383
"TIFA",8.79371365126202e-137,0.276175132195171,0.332,0.067,1.96609849814916e-132,"0","TIFA",0.265
"RPS10",1.58767425931194e-136,0.404307847012389,0.932,0.524,3.54972210896962e-132,"0","RPS10",0.408
"HOXD1",3.86104540384007e-134,0.252870796027569,0.298,0.051,8.63252531390563e-130,"0","HOXD1",0.247
"CLDN1",1.5722266277503e-133,0.295441775951992,0.288,0.049,3.51518429432411e-129,"0","CLDN1",0.239
"PRDX6",4.99898944434695e-132,0.287695296611965,0.91,0.448,1.11767405996709e-127,"0","PRDX6",0.462
"RPS27",1.80715562806681e-128,0.29730572080597,0.999,0.94,4.04043855323176e-124,"0","RPS27",0.0590000000000001
"SLC27A3",3.53288621546123e-128,0.264344906234387,0.484,0.151,7.89882700052821e-124,"0","SLC27A3",0.333
"RPL24",1.37348563129432e-127,0.362257423729822,0.994,0.756,3.07083917444784e-123,"0","RPL24",0.238
"TMEM87A",1.53983082913001e-125,0.25117117876057,0.657,0.267,3.44275376776888e-121,"0","TMEM87A",0.39
"TMEM258",1.43719949568878e-124,0.282880880321857,0.918,0.454,3.21329063246097e-120,"0","TMEM258",0.464
"TXN",7.11928590214235e-124,0.29274288208926,0.964,0.526,1.59172994200099e-119,"0","TXN",0.438
"COX7A2",9.5456421854757e-124,0.320855844591723,0.947,0.522,2.13421467982866e-119,"0","COX7A2",0.425
"GADD45B",1.53901158510512e-121,0.390650274771167,0.953,0.569,3.44092210197803e-117,"0","GADD45B",0.384
"CXCL3",8.14727352695844e-121,0.325526049970155,0.419,0.121,1.82156741515737e-116,"0","CXCL3",0.298
"CST3",1.1453618955002e-119,0.28781074953499,0.992,0.612,2.56080012595935e-115,"0","CST3",0.38
"ATP5MG",3.51467022012764e-119,0.278159265513291,0.973,0.569,7.85809967816139e-115,"0","ATP5MG",0.404
"UQCR11",1.32511414127804e-116,0.250781349611376,0.926,0.484,2.96269019706944e-112,"0","UQCR11",0.442
"OST4",1.35747231622025e-116,0.303369845968418,0.965,0.55,3.03503660460524e-112,"0","OST4",0.415
"RPS26",2.10589068395496e-113,0.26498090450468,0.93,0.499,4.70835039118651e-109,"0","RPS26",0.431
"ITPKC",9.30513822888604e-113,0.265180018243344,0.5,0.174,2.08044280521434e-108,"0","ITPKC",0.326
"RPS25",4.97420577946119e-103,0.284064652688057,0.989,0.81,1.11213292817193e-98,"0","RPS25",0.179
"JDP2",3.34965661193026e-100,0.254884391282096,0.397,0.127,7.48916225295368e-96,"0","JDP2",0.27
"RPL11",5.5168660981372e-95,0.279268192762907,0.998,0.883,1.23346092222152e-90,"0","RPL11",0.115
"RPL27",1.43726482899023e-94,0.307256447071412,0.982,0.716,3.21343670465635e-90,"0","RPL27",0.266
"RPS28",5.7294285867486e-93,0.266147602072521,0.998,0.887,1.28098564342525e-88,"0","RPS28",0.111
"RPS13",2.77483038144911e-91,0.295156072507529,0.99,0.779,6.20396576684392e-87,"0","RPS13",0.211
"RPS24",2.05158063775752e-90,0.253329092035051,0.996,0.845,4.58692398989827e-86,"0","RPS24",0.151
"RPL6",4.67262367904804e-90,0.271270687129383,0.994,0.818,1.04470520216156e-85,"0","RPL6",0.176
"CD63",2.94993694216185e-89,0.281421136326166,0.994,0.735,6.59546901528546e-85,"0","CD63",0.259
"RPS16",1.66758036511308e-83,0.276336593696545,0.991,0.767,3.72837618031981e-79,"0","RPS16",0.224
"RPS9",1.25875992816887e-82,0.266451568012454,0.993,0.79,2.81433544739995e-78,"0","RPS9",0.203
"CCL2",4.00948968328754e-76,0.774806409901793,0.398,0.157,8.96441703389428e-72,"0","CCL2",0.241
"CLDN5",0,3.61552612605481,0.9,0.058,0,"1","CLDN5",0.842
"FCN3",0,3.21552505527603,0.604,0.041,0,"1","FCN3",0.563
"RAMP2",0,2.92114537446271,0.881,0.039,0,"1","RAMP2",0.842
"EDN1",0,2.76815759783207,0.695,0.084,0,"1","EDN1",0.611
"CAVIN2",0,2.66614332260068,0.938,0.256,0,"1","CAVIN2",0.682
"IFI27",0,2.64932466897336,0.951,0.379,0,"1","IFI27",0.572
"EPAS1",0,2.63117236341829,0.9,0.381,0,"1","EPAS1",0.519
"GNG11",0,2.61157789832039,0.88,0.086,0,"1","GNG11",0.794
"TMEM100",0,2.60676326664785,0.656,0.029,0,"1","TMEM100",0.627
"DEPP1",0,2.54142921143285,0.854,0.225,0,"1","DEPP1",0.629
"MT1M",0,2.53594083337852,0.79,0.177,0,"1","MT1M",0.613
"HYAL2",0,2.4033172667607,0.838,0.154,0,"1","HYAL2",0.684
"CLEC14A",0,2.38900720186127,0.78,0.018,0,"1","CLEC14A",0.762
"VWF",0,2.27914681518755,0.653,0.03,0,"1","VWF",0.623
"PECAM1",0,2.20836307363179,0.836,0.087,0,"1","PECAM1",0.749
"RAMP3",0,2.14016336935381,0.753,0.019,0,"1","RAMP3",0.734
"FAM107A",0,2.10943521499921,0.718,0.035,0,"1","FAM107A",0.683
"CA4",0,2.10637970274241,0.473,0.012,0,"1","CA4",0.461
"HLA-E",0,2.02227389446777,0.967,0.655,0,"1","HLA-E",0.312
"EGFL7",0,1.97009542172361,0.756,0.125,0,"1","EGFL7",0.631
"SPARCL1",0,1.9700209577596,0.868,0.153,0,"1","SPARCL1",0.715
"CDH5",0,1.83979850198842,0.691,0.012,0,"1","CDH5",0.679
"BST2",0,1.83715784838974,0.812,0.173,0,"1","BST2",0.639
"PCAT19",0,1.83549998530906,0.694,0.013,0,"1","PCAT19",0.681
"AQP1",0,1.82527714723774,0.789,0.313,0,"1","AQP1",0.476
"EMCN",0,1.81059993703265,0.591,0.012,0,"1","EMCN",0.579
"ENG",0,1.7922549588883,0.706,0.101,0,"1","ENG",0.605
"MT2A",0,1.77257116845019,0.962,0.683,0,"1","MT2A",0.279
"TMEM204",0,1.75933624214048,0.708,0.066,0,"1","TMEM204",0.642
"SLC9A3R2",0,1.75057455629564,0.627,0.158,0,"1","SLC9A3R2",0.469
"CD93",0,1.73012240867406,0.555,0.02,0,"1","CD93",0.535
"ESAM",0,1.70527678547376,0.723,0.213,0,"1","ESAM",0.51
"TIMP3",0,1.70200508930237,0.871,0.233,0,"1","TIMP3",0.638
"GPX3",0,1.69954890168384,0.752,0.21,0,"1","GPX3",0.542
"APP",0,1.66572817332444,0.8,0.375,0,"1","APP",0.425
"PTPRB",0,1.64160830739985,0.544,0.012,0,"1","PTPRB",0.532
"ICAM2",0,1.61613617874808,0.613,0.056,0,"1","ICAM2",0.557
"NPDC1",0,1.61184591460835,0.674,0.118,0,"1","NPDC1",0.556
"SLCO2A1",0,1.60540158999104,0.595,0.016,0,"1","SLCO2A1",0.579
"GIMAP7",0,1.60030468971036,0.65,0.061,0,"1","GIMAP7",0.589
"FKBP1A",0,1.60012112390461,0.843,0.497,0,"1","FKBP1A",0.346
"ECSCR",0,1.59593838507256,0.639,0.01,0,"1","ECSCR",0.629
"ITM2A",0,1.56885701690946,0.707,0.09,0,"1","ITM2A",0.617
"ARHGAP29",0,1.56532314293311,0.64,0.107,0,"1","ARHGAP29",0.533
"ACVRL1",0,1.552578839306,0.602,0.04,0,"1","ACVRL1",0.562
"LDB2",0,1.52881843040938,0.611,0.025,0,"1","LDB2",0.586
"VAMP5",0,1.52227164972642,0.71,0.169,0,"1","VAMP5",0.541
"BTNL9",0,1.51010989757235,0.461,0.01,0,"1","BTNL9",0.451
"HLA-B",0,1.48191974681055,0.993,0.902,0,"1","HLA-B",0.091
"IFITM3",0,1.479374966807,0.951,0.659,0,"1","IFITM3",0.292
"CALCRL",0,1.47661110325238,0.539,0.012,0,"1","CALCRL",0.527
"ITM2B",0,1.4618291006284,0.97,0.782,0,"1","ITM2B",0.188
"GPIHBP1",0,1.451528027092,0.462,0.01,0,"1","GPIHBP1",0.452
"CRIP2",0,1.43103930321343,0.724,0.222,0,"1","CRIP2",0.502
"CAV1",0,1.41184199977623,0.921,0.343,0,"1","CAV1",0.578
"HLA-C",0,1.38874971622819,0.969,0.803,0,"1","HLA-C",0.166
"NOSTRIN",0,1.38674422343964,0.538,0.039,0,"1","NOSTRIN",0.499
"STXBP6",0,1.36483727916052,0.502,0.033,0,"1","STXBP6",0.469
"TMSB10",0,1.36084771280448,0.996,0.915,0,"1","TMSB10",0.081
"TCF4",0,1.32362001825283,0.6,0.106,0,"1","TCF4",0.494
"VIPR1",0,1.31373613224941,0.429,0.031,0,"1","VIPR1",0.398
"PRX",0,1.30081722838124,0.438,0.015,0,"1","PRX",0.423
"SEC14L1",0,1.29809785999964,0.603,0.127,0,"1","SEC14L1",0.476
"B2M",0,1.27326906425202,0.999,0.987,0,"1","B2M",0.012
"S1PR1",0,1.26488026477624,0.528,0.012,0,"1","S1PR1",0.516
"SH3BP5",0,1.22839996887224,0.596,0.121,0,"1","SH3BP5",0.475
"ROBO4",0,1.22831671713306,0.47,0.006,0,"1","ROBO4",0.464
"SOX17",0,1.20220109371171,0.333,0.004,0,"1","SOX17",0.329
"SPARC",0,1.19972080480823,0.775,0.213,0,"1","SPARC",0.562
"ADGRL4",0,1.19073416224854,0.446,0.007,0,"1","ADGRL4",0.439
"NOTCH4",0,1.17274250928477,0.43,0.011,0,"1","NOTCH4",0.419
"TIE1",0,1.1650301524823,0.475,0.009,0,"1","TIE1",0.466
"JAM2",0,1.16021682604333,0.488,0.017,0,"1","JAM2",0.471
"HLA-A",0,1.14497105123742,0.979,0.867,0,"1","HLA-A",0.112
"GIMAP4",0,1.14439563525516,0.533,0.054,0,"1","GIMAP4",0.479
"GPR146",0,1.14179811491351,0.4,0.017,0,"1","GPR146",0.383
"PODXL",0,1.12201617998784,0.451,0.026,0,"1","PODXL",0.425
"FLT1",0,1.11008668506783,0.433,0.009,0,"1","FLT1",0.424
"LRRC32",0,1.0934080224517,0.393,0.014,0,"1","LRRC32",0.379
"ACE",0,1.05139982491604,0.385,0.016,0,"1","ACE",0.369
"SH2D3C",0,1.03126145806916,0.424,0.012,0,"1","SH2D3C",0.412
"MMRN2",0,1.02943903557611,0.41,0.005,0,"1","MMRN2",0.405
"SOX7",0,1.01840955954978,0.34,0.006,0,"1","SOX7",0.334
"JCAD",0,1.01461076682235,0.4,0.02,0,"1","JCAD",0.38
"ITGA5",0,1.01218545953198,0.447,0.034,0,"1","ITGA5",0.413
"CYYR1",0,1.01015514448486,0.384,0.006,0,"1","CYYR1",0.378
"TEK",0,0.929982296250767,0.358,0.004,0,"1","TEK",0.354
"RASIP1",0,0.898526779217191,0.37,0.009,0,"1","RASIP1",0.361
"GIMAP6",0,0.829935352030023,0.378,0.015,0,"1","GIMAP6",0.363
"NRN1",0,0.810680042887004,0.345,0.003,0,"1","NRN1",0.342
"A2M",0,0.542776752252998,0.752,0.156,0,"1","A2M",0.596
"PALMD",3.35870497615378e-305,1.10536825969515,0.434,0.038,7.50939258568463e-301,"1","PALMD",0.396
"TSPAN7",3.93967839537264e-302,1.44015986788431,0.553,0.108,8.80833295637415e-298,"1","TSPAN7",0.445
"MYCT1",1.4051514696955e-301,0.76522779735163,0.329,0.005,3.14163765594521e-297,"1","MYCT1",0.324
"PDK4",2.19627149001191e-299,1.41088119863701,0.664,0.168,4.91042379736862e-295,"1","PDK4",0.496
"GIMAP1",7.66196666696916e-295,0.826644494866372,0.386,0.022,1.71306250740096e-290,"1","GIMAP1",0.364
"RGS5",8.671698399192e-295,1.15573539676523,0.406,0.028,1.93881832809135e-290,"1","RGS5",0.378
"TINAGL1",2.19690134176924e-294,1.11620277394734,0.525,0.08,4.91183201992767e-290,"1","TINAGL1",0.445
"PRSS23",8.38729581389475e-293,1.82043447287567,0.576,0.123,1.87523159807059e-288,"1","PRSS23",0.453
"IFNGR1",3.23173335980701e-290,1.68401751210745,0.791,0.389,7.22550944585651e-286,"1","IFNGR1",0.402
"CAVIN1",8.11415563819042e-290,1.41943525497031,0.743,0.299,1.81416291758661e-285,"1","CAVIN1",0.444
"SLCO4A1",1.86219070183262e-288,0.897275463464031,0.337,0.01,4.16348597115738e-284,"1","SLCO4A1",0.327
"CLEC3B",1.8551317977378e-286,0.858373169459964,0.343,0.013,4.14770367338216e-282,"1","CLEC3B",0.33
"FENDRR",7.92754518023522e-285,0.993066882452266,0.334,0.01,1.77244055139699e-280,"1","FENDRR",0.324
"TM4SF1",1.02899962367461e-282,1.47760572407602,0.836,0.421,2.30063735861168e-278,"1","TM4SF1",0.415
"ADGRL2",1.21786123908858e-280,1.06781134786301,0.392,0.031,2.72289415835426e-276,"1","ADGRL2",0.361
"GIMAP8",2.36564710071043e-278,0.727527110338944,0.312,0.006,5.28911378776837e-274,"1","GIMAP8",0.306
"FZD4",4.88072733210833e-276,0.914166719766494,0.34,0.015,1.09123301691278e-271,"1","FZD4",0.325
"TNFSF10",3.90907089653755e-275,1.48610922691953,0.635,0.187,8.73990071047865e-271,"1","TNFSF10",0.448
"GBP4",8.32638798265768e-274,1.08411670214997,0.395,0.034,1.86161382516261e-269,"1","GBP4",0.361
"ERG",1.26921508798392e-271,0.74279087086591,0.335,0.014,2.83771109371446e-267,"1","ERG",0.321
"CXorf36",2.40648971301477e-266,0.779024357619747,0.285,0.003,5.38042970035841e-262,"1","CXorf36",0.282
"SLC6A4",4.08941403845246e-262,1.43022076018916,0.341,0.02,9.14311190717201e-258,"1","SLC6A4",0.321
"ARRDC2",2.21569221213042e-261,1.19712293415728,0.484,0.084,4.95384464788119e-257,"1","ARRDC2",0.4
"THBD",2.54420821661126e-260,1.20414759822852,0.437,0.057,5.68834073069945e-256,"1","THBD",0.38
"FOXF1",5.09920807478767e-257,0.95719363039846,0.344,0.021,1.14008094136103e-252,"1","FOXF1",0.323
"HEY1",1.04382661002959e-255,1.25239234074065,0.332,0.019,2.33378753470416e-251,"1","HEY1",0.313
"PLVAP",1.71714491757406e-255,1.36680670723156,0.299,0.009,3.83919260671209e-251,"1","PLVAP",0.29
"PLPP1",3.92298918451626e-255,1.23738384242937,0.526,0.113,8.77101921874146e-251,"1","PLPP1",0.413
"MT1X",1.23210595468917e-254,1.93834248599252,0.787,0.42,2.75474249349404e-250,"1","MT1X",0.367
"CD34",2.59029818967954e-254,0.944520616444512,0.375,0.033,5.79138869248552e-250,"1","CD34",0.342
"STOM",7.9185660157242e-251,1.26617904478919,0.783,0.428,1.77043298979562e-246,"1","STOM",0.355
"LIFR",2.34718209645349e-242,1.44082143097775,0.551,0.15,5.24782973125071e-238,"1","LIFR",0.401
"PDLIM1",3.4290861380967e-239,1.34496393002104,0.816,0.566,7.66675078755661e-235,"1","PDLIM1",0.25
"CD300LG",3.75956565597077e-237,0.798328721761305,0.256,0.002,8.40563689361946e-233,"1","CD300LG",0.254
"CD99",4.26401606426171e-237,1.16357894557063,0.771,0.395,9.53348711647634e-233,"1","CD99",0.376
"CNN3",6.974218526399e-237,1.35245459973102,0.774,0.455,1.55929577813229e-232,"1","CNN3",0.319
"WARS",1.39894534789745e-236,1.34170972229306,0.549,0.147,3.12776200882912e-232,"1","WARS",0.402
"IL33",1.05994703415841e-234,1.00156007461195,0.36,0.036,2.36982957897138e-230,"1","IL33",0.324
"CLEC1A",1.33330997488328e-234,0.600330832722648,0.254,0.003,2.98101444184405e-230,"1","CLEC1A",0.251
"MARCKSL1",6.14586032982335e-232,1.06513146424781,0.503,0.11,1.37409145254191e-227,"1","MARCKSL1",0.393
"LIMS2",9.54010168750208e-232,0.870979758586401,0.387,0.047,2.13297593529172e-227,"1","LIMS2",0.34
"CASKIN2",1.31543575112162e-230,0.7871065751448,0.326,0.025,2.94105125235772e-226,"1","CASKIN2",0.301
"CAV2",5.16395166966831e-229,1.01571926758518,0.734,0.299,1.15455631430444e-224,"1","CAV2",0.435
"PCDH17",5.36538179380952e-229,0.766612772614731,0.302,0.017,1.19959206145993e-224,"1","PCDH17",0.285
"INPP1",7.25388787544588e-226,1.02721353139608,0.479,0.105,1.62182425119219e-221,"1","INPP1",0.374
"CD59",1.39631367119195e-224,1.23051462117871,0.813,0.57,3.12187810605096e-220,"1","CD59",0.243
"ADCY4",1.75374795275548e-220,0.601797927627056,0.253,0.006,3.92102967277069e-216,"1","ADCY4",0.247
"KLF4",7.68443802668428e-218,1.26387982879861,0.624,0.22,1.71808665400607e-213,"1","KLF4",0.404
"FXYD6",9.04032576168925e-217,0.834113901203763,0.4,0.058,2.02123603379848e-212,"1","FXYD6",0.342
"IFI16",3.17400375738236e-214,1.08070538658,0.607,0.197,7.09643760075547e-210,"1","IFI16",0.41
"COX7A1",1.26337934832337e-211,0.823565885302793,0.458,0.082,2.82466354698138e-207,"1","COX7A1",0.376
"VIM",1.30664452018151e-211,0.939017580275044,0.942,0.708,2.92139581822181e-207,"1","VIM",0.234
"CX3CL1",4.19552651568148e-211,1.30404135238529,0.343,0.039,9.38035818376064e-207,"1","CX3CL1",0.304
"LEPR",9.4121243909929e-211,0.72749318641756,0.343,0.036,2.10436277133819e-206,"1","LEPR",0.307
"SASH1",5.04992820569469e-210,0.965650942607726,0.421,0.076,1.12906294822922e-205,"1","SASH1",0.345
"SEMA6A",3.74597812769621e-209,0.717698946173959,0.257,0.01,8.37525789790319e-205,"1","SEMA6A",0.247
"GRASP",4.24691844524228e-209,0.826965778408685,0.303,0.023,9.4952602598727e-205,"1","GRASP",0.28
"MYL12A",9.75040040697471e-208,0.844126380739279,0.9,0.728,2.1799945229914e-203,"1","MYL12A",0.172
"STARD3",1.71196804513052e-206,0.957601813314939,0.445,0.093,3.82761815530282e-202,"1","STARD3",0.352
"HECW2",1.62765625122698e-205,0.810486523747927,0.261,0.012,3.63911384649329e-201,"1","HECW2",0.249
"EFNB1",5.75950984926031e-205,0.799251704315109,0.299,0.024,1.28771121209762e-200,"1","EFNB1",0.275
"MT1E",3.54900705296213e-204,1.48004839608533,0.826,0.551,7.93486996901273e-200,"1","MT1E",0.275
"CLEC2B",4.33332463732313e-202,0.880702160901644,0.457,0.096,9.68844722412705e-198,"1","CLEC2B",0.361
"RHOC",5.57010969182678e-202,1.12262344674422,0.657,0.298,1.24536512489863e-197,"1","RHOC",0.359
"ITPRIP",3.61855144498937e-200,0.915043775376205,0.4,0.07,8.09035732070723e-196,"1","ITPRIP",0.33
"RAB11A",1.98050256203782e-198,1.09328165277014,0.702,0.376,4.42800762820417e-194,"1","RAB11A",0.326
"SERPINE1",3.86632531014546e-195,1.36346276137037,0.363,0.051,8.64433012842322e-191,"1","SERPINE1",0.312
"GALNT18",2.60394914239226e-194,0.810659272430969,0.379,0.062,5.82190949256062e-190,"1","GALNT18",0.317
"APOL3",5.54601983524921e-194,0.808001214506035,0.364,0.055,1.23997911476502e-189,"1","APOL3",0.309
"BMPR2",7.37553444071653e-194,1.23150827863288,0.509,0.148,1.6490219902554e-189,"1","BMPR2",0.361
"TPST2",4.04799428627829e-191,0.803035009743577,0.427,0.089,9.050505625261e-187,"1","TPST2",0.338
"KANK3",3.16281353742293e-189,0.565078629005692,0.259,0.016,7.0714185069702e-185,"1","KANK3",0.243
"DOCK9",3.30858696967416e-186,1.17135345809248,0.474,0.133,7.3973387467975e-182,"1","DOCK9",0.341
"ADRB1",1.0815400550512e-185,1.13385170575219,0.308,0.036,2.41810725508347e-181,"1","ADRB1",0.272
"PTMA",5.92201828431659e-185,0.581196987458699,0.975,0.904,1.3240448480075e-180,"1","PTMA",0.071
"NES",5.97574292133001e-183,0.676049552948812,0.275,0.022,1.33605660235096e-178,"1","NES",0.253
"NFIB",8.39147780881813e-183,1.08165429275022,0.581,0.223,1.87616660849556e-178,"1","NFIB",0.358
"SERPINB6",5.19778691031462e-179,1.08576660930089,0.653,0.325,1.16212119740814e-174,"1","SERPINB6",0.328
"SPTBN1",3.88264062907705e-177,1.17688053499152,0.699,0.377,8.68080791849047e-173,"1","SPTBN1",0.322
"GMFG",3.24524579651501e-176,0.77566130136791,0.538,0.154,7.25572055184826e-172,"1","GMFG",0.384
"COL4A1",9.75579506424163e-175,1.01709308062428,0.438,0.098,2.18120066046314e-170,"1","COL4A1",0.34
"F8",1.49531630278361e-172,0.853467070454088,0.293,0.035,3.3432281897636e-168,"1","F8",0.258
"CALD1",2.60970385505612e-172,0.402943878626205,0.574,0.149,5.83477587913448e-168,"1","CALD1",0.425
"PLEKHG1",4.16642303924037e-172,0.657085565739032,0.292,0.034,9.31528863113362e-168,"1","PLEKHG1",0.258
"IGFBP4",6.62362447429902e-172,0.998274342669558,0.583,0.236,1.48090995996378e-167,"1","IGFBP4",0.347
"GUK1",1.73402136158012e-171,0.98091183418214,0.771,0.552,3.87692496022084e-167,"1","GUK1",0.219
"PARVB",1.90766944226189e-170,0.621602069653605,0.327,0.048,4.26516733900914e-166,"1","PARVB",0.279
"BCAM",2.05168088272134e-170,1.09351289585662,0.665,0.356,4.58714811758837e-166,"1","BCAM",0.309
"FLI1",2.23899636991979e-169,0.511906767492007,0.277,0.028,5.00594808386667e-165,"1","FLI1",0.249
"HEG1",6.1046724341589e-169,0.826820718655303,0.396,0.082,1.36488266282925e-164,"1","HEG1",0.314
"GNAI2",8.56829057562743e-168,1.0111298531056,0.575,0.235,1.91569840689878e-163,"1","GNAI2",0.34
"GSN",6.35325822598252e-167,1.07351403863422,0.72,0.366,1.42046147416517e-162,"1","GSN",0.354
"LMCD1",9.24648991577299e-165,0.830925400905993,0.42,0.095,2.06733021536852e-160,"1","LMCD1",0.325
"ENTPD1",1.10891395712462e-163,0.629002377553854,0.285,0.033,2.47930982533922e-159,"1","ENTPD1",0.252
"RGCC",2.11757608621707e-163,0.98509951790556,0.74,0.381,4.73447661356412e-159,"1","RGCC",0.359
"PSMB9",1.70242073598493e-162,0.900780491421343,0.564,0.217,3.8062722815151e-158,"1","PSMB9",0.347
"MGP",1.07175201204282e-161,0.365353092713973,0.706,0.302,2.39622314852534e-157,"1","MGP",0.404
